frame,definition,example,frame_word,def_len
f:Successfully_communicate_message,A <em>Communicator</em> speaks to an <em>Addressee</em> in such a way that the <em>Addressee</em> understands and fully appreciates the truth and/or relevance of the <em>Message</em>.,"But , alas ,  the printed word  can not  adequately  <span id='phrase_example'>convey</span>  the panting , gasping misery of this particular torment .   
It 's impossible to <span id='phrase_example'>convey</span>  how lost I felt .       
Have you been using PowerPoint (PPT) for years and feel  you  don't  always  <span id='phrase_example'>get</span>  your point  <span id='phrase_example'>across</span>  to the audience ?
 We 've got to <span id='phrase_example'>get</span> the message <span id='phrase_example'>through</span> to them  before they become sexually active .
 He <span id='phrase_example'>conveys</span> vividly the absurdity of a situation , but he is incurious about the underlying processes which shape it.   
 Marred by overblown writing ,  this first novel by Wilbur Smith 's wife  effectively <span id='phrase_example'>conveys</span>  some of South Africa 's problems  .  
",FALSE,191
f:Employing,An <em>Employer</em> employs an <em>Employee</em> whose <em>Position</em> entails that the <em>Employee</em> perform certain <em>Task</em>s in exchange for <em>Compensation</em>.," I <span id='phrase_example'>employed</span> him  as Chief Gardener  for ten years .
",FALSE,190
f:Fastener,"The <em>Fastener</em> is an artifact created to close a <em>Container</em> (e.g. coat, jar). Sometimes, the <em>Container portal</em> rather than the <em>Container</em> is expressed.","NIST designed a  high pressure   <span id='phrase_example'>seal</span>   for the extension sleeve  using a series of metal washers to load the window under pressure.
She has an  antique   ivory   <span id='phrase_example'>button</span>  at the front and another vintage button on her apron.
The  door   <span id='phrase_example'>seal</span>  prevented air from getting in and the kids' screams from getting out.
",FALSE,190
f:Exercising,"An <em>Agent</em> actively maintains or improves their level of phyiscal fitness. The action may target a specific <em>Body part</em>, or happen through a particular <em>Means</em>.","Don't <span id='phrase_example'>work out</span>  your legs   after a long run .   
 Football players <span id='phrase_example'>exercise</span> every day .
",FALSE,187
f:Submitting_documents,"A <em>Submittor</em> gives <em>Documents</em> to an <em>Authority</em> so that they can be processed as part of an application, evaluation or other official or bureaucratic process.","I acknowledge  my  <span id='phrase_example'>submission</span>  of the Material   to you  shall not lead to a concurrent review by any of your affiliate and subsidiary channels.
After  the applicant's  <span id='phrase_example'>submission</span>  to the department , the department chairperson must evaluate.
She stated that  she  <span id='phrase_example'>turned</span> <span id='phrase_example'>in</span>  the paperwork   yesterday .
I  was sure I had passed as soon as  I  <span id='phrase_example'>handed</span> <span id='phrase_example'>in</span>  the test .   
",FALSE,187
f:Attempt_means,"An <em>Agent</em> attempts to achieve a <em>Goal</em> using some <em>Means</em>.  The <em>Means</em> are crucially focused upon, typically appearing as the Object of the Target."," They <span id='phrase_example'>tried</span> opening the window  in order to rob the store .
 John <span id='phrase_example'>tried</span> using a crowbar  to open the door .
",FALSE,185
f:Architectural_part,An entity is integrated into a building as a <em>Part</em> of a (possibly unexpressed) <em>Whole</em> which may refer to the whole building or merely to a sub-part of the building.,"The storm ripped off the  bathroom's   <span id='phrase_example'>roof</span> 
We need  new   <span id='phrase_example'>counters</span>  for the kitchen
",FALSE,184
f:Craft,"A  particular <em>Activity</em>, performed conventionally or habitually by more than one <em>Practitioner</em>  within a <em>Culture</em>, is described  in terms of its method.","One lived-in cabin also had a grassy roof, as if the <span id='phrase_example'>craft</span>  of thatching  had died out locally
",FALSE,182
f:Getting_vehicle_underway,A <em>Driver</em> prepares a <em>Vehicle</em> for travel by placing it in the normal location for the operation of the vehicle or by detaching it from a place where it was held.,"The next day, after <span id='phrase_example'>weighing</span> <span id='phrase_example'>anchor</span>,  we  cleared Longboat Pass Bridge, and exited the ICW into the open waters of the Gulf of Mexico.
Good, said Matt as  he  <span id='phrase_example'>pulled</span>  the car   out of the parking space .
Throughout Irish history,  countless generations of exiles  have <span id='phrase_example'>cast</span> <span id='phrase_example'>off</span>  from the shores of Ireland .
",FALSE,181
f:Visiting,"An <em>Agent</em> matches location with an <em>Entity</em> in order to fulfill some  <em>Purpose</em>.Quite often, the <em>Purpose</em> is social- or entertainment-oriented."," You  have to <span id='phrase_example'>visit</span>  your parents   every once in a while  .
 Now  she <ment>was</ment><ment>on</ment> an  inspection  <span id='phrase_example'>visit</span> .
I ca n't remember how many times  he  <span id='phrase_example'>visited</span> !   
",FALSE,181
f:Abandonment,An <em>Agent</em> leaves behind a <em>Theme</em> effectively rendering it no longer within their control or of the normal security as one's property. ,"<span id='phrase_example'>Abandonment</span> of a child  is considered to be a serious crime in many jurisdictions.
Perhaps  he  <span id='phrase_example'>left</span>  the key  in the ignition
 Carolyn <span id='phrase_example'>abandoned</span> her car  and jumped on a red double decker bus.
",FALSE,180
f:Arranging,"An <em>Agent</em> puts a complex <em>Theme</em> into a particular <em>Configuration</em>, which can be a proper order, a correct or suitable sequence, or a spatial position.","Try to order  them   by importance .    
 He <span id='phrase_example'>arranged</span> the elements  in the pattern that we now call the periodic table .
",FALSE,179
f:Exchange_currency,A <em>Money owner</em> exchanges <em>Sum 1</em> in the  <em>Source currency</em> for <em>Sum 2</em> in the <em>Target currency</em> at some <em>Exchange service</em>.,"He said the most crucial evidence was that of  former police reservist, Simo Petersen-Jessen,
now in Australia, who  had <span id='phrase_example'>converted</span>  the money   into rands .
If  he  <span id='phrase_example'>exchanged</span>  the money   into Deutsch-marks , his 18 marks in Germany can just barely obtain four Big Macs.
 We  recently <span id='phrase_example'>exchanged</span> $100  for £64.00 UK pounds .
 After checking into the Intourist-operated $30-a-day Hotel Zerafshon ,  we  each <span id='phrase_example'>exchanged</span>  $50   for Uzbek currency   with a shifty loiterer   in the lobby   at the rate  .
",FALSE,178
f:Accoutrements,"A <em>Wearer</em> wears accessories, which are made of  some <em>Material</em> and may have a <em>Style</em>.  Most of the accessories are non-essential (clothing) items. "," She  wore  a black   velvet  <span id='phrase_example'>hat</span>  on her head .
",FALSE,177
f:Delivery,"A <em>Deliverer</em> hands off a <em>Theme</em> to a <em>Recipient</em> or (more indirectly) a <em>Goal</em> location, which is accessible to the <em>Recipient</em>. ","The Pontifical Delegation for the <span id='phrase_example'>delivery</span>  of the Icon of the Kazan Mother of God  will arrive tomorrow. 
In each class  a dove  flew in and <span id='phrase_example'>delivered</span>  a red rose   to Ginny .
 The staff of Ebags <span id='phrase_example'>delivered</span> the umbrella  well ahead of schedule .
",FALSE,176
f:Eventive_cognizer_affecting,"An <em>Event</em> causes the <em>Cognizer</em> to accept some <em>Content</em>.  Although the <em>Cognizer</em> forms an intention, it is not entailed that he/she acts."," The price of a factory reconditioned tool <span id='phrase_example'>decided</span> it  for me .
 The divorce <span id='phrase_example'>convinced</span> him  to get help .
",FALSE,176
f:Impact,"While in motion, an <em>Impactor</em> makes sudden, forcible contact with the <em>Impactee</em>, or two <em>Impactors</em> both move, mutually making forcible contact.  "," The massive metal foot <span id='phrase_example'>hit</span> the ground  with a huge thud .
",FALSE,175
f:Setting_out,"A <em>Self mover</em> begins a journey at a <em>Source</em> location, in a particular <em>Direction</em>generally setting out with an <em>Intended goal</em> in mind."," After that  the earl <span id='phrase_example'>set out</span> south  with his host , and Kari went with him, and Njal's sons too.
 The expedition <span id='phrase_example'>set out</span> from Granada  early in March , leaving only one hundred men to garrison the fort which overlooks the city.
 At about 1:00 in the morning ,  climbers <span id='phrase_example'>set out</span> for the summit .
",FALSE,173
f:Installing,An <em>Agent</em>  places a <em>Component</em> in a <em>Fixed location</em> so that the <em>Component</em> is attached and interconnected and thereby functional.,"Now Marvin Odum, InterGen's Chief Executive Officer, has committed to moving up
<span id='phrase_example'>installation</span>  of the pollution control technology  on its two other turbines.
 My handyman <span id='phrase_example'>installed</span> it  yesterday  and then I sort of forgot about it. 
 In the space where the piano was, right next to the washing machine,  my grandmother <span id='phrase_example'>installed</span> her first dryer .
 At the street  an 8'' culvert  will be <span id='phrase_example'>installed</span>  under the driveway .   
Displays were given an overhaul in the 1950s, with  canopies  <span id='phrase_example'>installed</span>  above the Christmas counters   to allow calendar and gift bows to be displayed .   
",FALSE,169
